ID|English_Text|English_StageDir
cfb681e0|Just cut that out!|Second warning, Stop using that that PSI magic here
cfb57ecb|Archon's Might|
cfabb809|Empty|
cfa32d8e|Use this to create an amulet that opens locks and makes pickpocketing easier.|
cf95dd98|Why don't you stick your head up a troll's arse?|Player leaves a private house after being spotted or leaves having been warned to put away a dangerous weapon
cf94229b|A delivery note from the Hort of the Clerics.|
cf94106b|Picture|
cf8be6c6|Now, you're making sense.|Player has put away his weapon
cf805f4a||I'm getting unconscious through a heavy attack.
cf7c6134|I'm sick of people trying to take what's mine. You're lucky I'm leaving you alive.|Telling someone to go away after he has attacked him
cf7a1dc9|So, you do know what's good for you.|Player has put away his weapon
cf753de9|Yeaaah! Great shot!|Watching a fight, my favorite is using a ranged weapon
cf73dabf|You should learn our Laws if you want to stay here.|NPC comments if player uses technology inside Goliet
cf733a55|Shoot her in the face!|Watching a fight against a woman, and the attacker uses a long range weapon
cf610167|Legendary psionic persuader. With an added PSI upgrade, this weapon is only available to Regents.|
cf5ab5aa|This way, come on.|If the player fell behind, and the character waited for him to go on.
cf5ab5a9|Over here, come on.|If the player fell behind, and the character waited for him to go on.
cf5ab5a8|Follow me.|If the player fell behind, and the character waited for him to go on.
cf5162db||
cf4ee8e6|Superior Persuader. A refined PSI weapon worthy of a Legate.|
cf3cd065|Upgraded Persuader. PSI specification.|
cf3c899d|Well, that was so stupid it was almost a work of art.|Commenting on someone who died falling down somewhere (also jetpack)
cf25ad25|Common, pure hydration.|
cf212503|Calaan's greatness comes from his wisdom,\r\nYour knowledge and wisdom are what will change the world.\r\nWe will spread this gift throughout this world.\r\nMay those non-believers see this light and turn to your name.\r\nCalaan, you unite us.\r\nCalaan I pledge myself to you and to the Infinite Skies you offer to all.|
cf173511|Upgraded Horned poison sword. There are Horned swords and there are swords that are total Horneds...|
cf1734a5|Battleaxe|
cf1158d0|Upgraded Persuader. Stasis specification.|
cf0aa665|Fascinating.|Overheard conversation as the player passes by
cf0aa664|I think that data has been corrupted. You should review your observations.|Overheard conversation as the player passes by
cf0aa663|I can't say that any more clearly.|Overheard conversation as the player passes by
cf0aa662|Decisions shouldn't be made without the real data.|Overheard conversation as the player passes by
cf0aa661|It is all about data and information.|Overheard conversation as the player passes by
cf0aa660|That is interesting I should think about that.|Overheard conversation as the player passes by
cf0aa65f|Yes, something like that...|Overheard conversation as the player passes by
cf0aa65e|No, no I don't understand what you mean by that.|Overheard conversation as the player passes by
cf0aa65d|That is understandable.|Overheard conversation as the player passes by
cf0aa65c|Yes, I can see your logic.|Overheard conversation as the player passes by
ceffe635|Energy pack for plasma weapons.|
ced62f85||
ced2571d|Sword|
cec89908|The death of %ls will change the story.|
cec20e68|Clerics|
cec20e50|Clerics|
cec20e4e|Cleric|
cec20e4d|Mechanic|
cec20e4c|Mechanic|
cec20e4b|Cleric|
cec20e4a|Cleric|
cec20e48|Cleric|
cebcc8a3|Quit sneaking around. I can see you... Idiot...|Observing the player sneaking around, I'm leery.
ceb7d482|You can upgrade this weapon by inserting a gemstone into it.|
ce8d163c|Memories of a Berserker Paladin.|
ce82b52b|Hey! What are you doing here? Go and check in with William before people start coming after you.|If the player is a wanted criminal, in the Fort
ce82871e|Hey! What are you doing here? Go and check in with Reinhold before people start coming after you.|If the player is a wanted criminal, in the Hort
ce8275aa|Hey! What are you doing here? Go and check in with Ragnar before people start coming after you.|If the player is a wanted criminal, in Goliet
ce826468|Hey! What are you doing here? Go and check in with Alois before people start coming after you.|If the player is a wanted criminal, in the Domed City
ce80a5f9|Fragmentation Rockets|
ce7f9ced|Fuck off.|First warning for an intruder to go away, outside
ce7de59b|Cleric's Ring|
ce78df60|Thoughts from the Old World.|
ce7765c7|Workbench|
ce772e8e|Get in close.|Waching a fight against a man, and the attacker uses melee
ce75b9c5|Immune|
ce733fae|You cannot change this keyboard shortcut.|
ce6e852a|Hah, now that's a nice little bonus.|Looting a character. Pleased to find something.
ce6d996e|Rusty Chest Key|
ce69058b|Great, they've got nothing.|Looting a character who has nothing. Annoyed/disappointed.
ce65b398|Is there a reason you're armed?|First warning for the player to put away his drawn weapon
ce4d8b1c|That was your own fault, so get out of here.|Telling someone to go away after he has attacked him
ce4d0f47||
ce375aea|Magalan was freed from one of its worst diseases, but also from one of the most ingenious creative minds it had had ever brought forth.|
ce36f569||
ce36f568||
ce35d487|What are you doing?|Commenting on player having dangerous PSI magic, I'm cautious.
ce35b83d|Hey! You are wanted here, criminal. Report to William immediately if you don't want any more trouble.|If the player is a wanted criminal, in the Fort
ce358a30|Hey! You are wanted here, criminal. Report to Reinhold immediately if you don't want any more trouble.|If the player is a wanted criminal, in the Hort
ce3578bc|Hey! You are wanted here, criminal. Report to Ragnar immediately if you don't want any more trouble.|If the player is a wanted criminal, in Goliet
ce35677a|Hey! You are wanted here, criminal. Report to Alois immediately if you don't want any more trouble.|If the player is a wanted criminal, in the Domed City
ce32720b|x8|
ce327207|x4|
ce327205|x2|
ce318a8b|Attribute Points: %i|
ce22cb62|Grindill's Death|
ce1edb07|Super Potion|
ce1e67fe|The Separatists committed themselves to the fight against the Ice Palace, fighting shoulder to shoulder with the Free People.|
ce124d8e|Causes poison damage to all nearby enemies.|
ce092024|Stool|
cdfcf735|Memories of a Berserker from the Valley.|
cdf4c317|variable|
cdf1f947|You know technology is forbidden by Law here?|NPC comments if player uses technology inside Goliet
cdef6534|Thug|
cdef6533|Thug|
cdef6532|Thug|
cdec6442|Gore Reaperblade I|
cddc2ef1|Numpad *|
cdd5c1d7|Dummy|
cdc9d6e2|Troll|
cdb357b2|Arx|
cdb2bca0|Primary use - hunger suppression.|
cdb14541|Eat what is cooked, drink what is clear, read what is true.|
cdabf638|Alb Scientist|
cd9fbb94|An apple a day...is hard to find on Magalan.|
cd8cf646||
cd8be6e2|Elexit|
cd81af68|Computer|
cd7dc93b|Plasma Blaster PLS-T III|
cd7dc93a|Plasma Blaster PLS-T II|
cd7dc939|Plasma Blaster PLS-T I|
cd7dab57|What are you doing?|Observing the player sneaking around, I'm leery.
cd7b9c93|Is there something wrong with your ears? I said stop!|Second warning, Stop using that that PSI magic here
cd74e606|Argor said that he got drunk with Alvar. Then he woke up beneath Ragnar's Stronghold. I should continue my search there.|
cd72d79f|What purpose does that serve?|Noticing the player committing a crime.
cd72d79e|Why are you doing that?|Noticing the player committing a crime.
cd72d79d|What are you doing?|Noticing the player committing a crime.
cd6fd5b5|You are an accused murderer.|Sees murderer, attacks
cd6c1650|End|
cd66ffd9|Caldrim's Remedy|
cd5e3bd4|Old research recordings from a botanist.|
cd5c2d63|Poison Hatchet I|
cd5a5122|Caja|
cd4852ee|Too easy.|Having watched a fight, NPC likes victor
cd4852ed|I knew it!|Having watched a fight, NPC likes victor
cd4852ec|Excellent!|Having watched a fight, NPC likes victor
cd425d70||Pain. Affected by status effect like burning. Short cry.
cd425d6f||Pain. Affected by status effect like burning. Short cry.
cd425d6e||Pain. Affected by status effect like burning. Short cry.
cd425d6d||Pain. Affected by status effect like burning. Short cry.
cd358efa|Instructions to make Long-lasting Energy Reserve|
cd3418e0|If you'd listened, we could have avoided that.|Commenting after somebody is now on the ground after an attack, but the character didn't want to kill him (Ok, I guess you've learned your lesson)
cd24346e|A legendary Outlaw serrated axe.|
cd24346d|This superior serrated axe can be upgraded by adding a gemstone to it.|
cd24346c|This upgraded serrated hatchet can be upgraded by adding a gemstone to it.|
cd226e9c|Outlaw Insurgent|
cd226e84|Outlaw Insurgent|
cd226e83|Outlaw Insurgent|
cd226e82|Outlaw Insurgent|
cd226e81|Outlaw Insurgent|
cd226e80|Outlaw Insurgent|
cd226e7f|Outlaw Insurgent|
cd226e7e|Outlaw Insurgent|
cd226e7d|Outlaw Insurgent|
cd226e7c|Outlaw Insurgent|
cd209237|Get that fucking magic out of here!|Second warning, player shall put his magic away
cd17a7bb|Use this to create an energy reserve that completely replenishes mental energy.|
ccffab8c|Raw Material|
ccfa7c62|Well, no, there's nothing to get here.|Looting a character who has nothing. Annoyed/disappointed.
ccf25e63|Controller|
ccecf461|Configure the controller|
cce48ea7|Rehabilitation Order|
ccd60cf4|This serrated axe can be upgraded by adding a gemstone to it.|
cccb9667|Why are you messing with that here?|NPC comments if player uses technology inside Goliet
cccb95ce|Cindy's I.O.U.|
ccc32099|Let's do this together!|I help you against a human enemy or monster
ccc32098|I'm with you!|I help you against a human enemy or monster
ccc32097|I'll help you!|I help you against a human enemy or monster
ccbf9250|Are you stupid?|Noticing the player committing a crime.
ccbf924f|Why are you doing that?|Noticing the player committing a crime.
ccbf924e|What are you doing?|Noticing the player committing a crime.
ccbc9066|Murderer!|Sees murderer, attacks
ccb3c78c|Stool|
ccaa419d|Engergy cost|
ccaa4028|You're going to get killed trying that psionics stuff.|First warning, Stop using that that PSI magic here
cc9fa580|Do you really want to reset the key bindings to the default settings?|
cc93f5ee|Legendary poison Ripblade. The slightest scratch from this weapon can be fatal.|
cc907408|Exile|
cc907407|Exile|
cc81481e|Just get out of here... Coward...|Player leaves a private house after being spotted or leaves having been warned to put away a dangerous weapon
cc7d46d5|Fantastic Greetings|
cc7b4057|Machine Part|
cc77fbee|Stop being a dipshit, yeah?|Player attacked the character, and he is hitting back
cc773ea2|The failure of Thorald's Elex experiment appeared to have been caused by Zardom. His appearance directly after the explosion seemed more than coincidence.|
cc6aae61|Long after his death, Thorald was celebrated as the commander who united the warring Free People and caused the fall of the Alb defenses around the Ice Palace of Xacor.|
cc5d3ee9|Learning Points: %i|
cc556b20|Oh you, my dear love,\r\nHow you make me dream of a summer's day.\r\nFree, a sun to us all,\r\nBut when I draw close,\r\nthe bones show through and I see the winter that lies beyond.|
cc4c684c|Resistance Poison|
cc41137a|A heavy weapon of Old World design, the slugthrower is normally fired from a fixed position. A strong enough user can carry the weapon into combat.|
cc2d9167|You are not permitted to be here.|First warning for an intruder to go away, outside
cc253eae|Exploring Magalan|
cc1eeab3|You'd better not steal anything here.|For traders who don't want to talk to thieves.
cc0ed878|Yeah, I'm going to pretend I didn't see that.|Telling player that he has done something stupid (e.g. hitting animals)
cc0ed877|Why?|Telling player that he has done something stupid (e.g. hitting animals)
cc0ed876|What?|Telling player that he has done something stupid (e.g. hitting animals)
cc09414f|Use this to create a potion that replenishes magical energy.|
cbfa9dc1|Low|
cbf6e730|Press ESC to cancel.|
cbe499c5|That, didn't go as well as I'd've liked.|Getting up after being unconscious, for party members only. Recovering.
cbe23249|After completing the greatest work of art he had ever created, the cannibal Arx was executed|
cbe09831|You were seen committing theft.|
cbdd9dec|Resistance Sting|
cbd31005|Who is there?|Being asleep, waking up with this sentence.
cbd1722c|Warrior Helmet|
cbd16ec4|Cultivator Helmet|
cbcfce4e|Not now.|General refusal, I don't want to talk to you
cbbef277|Socketed Warrior's Sword III|
cba51ab3|Blood Shredder II|
cba22b66|Plasma Grenades|
cb9bf3e6|Unsealed Letter for the Clerics|
cb9b3072|Don't you have anything better to do?|Noticing the player committing a crime.
cb9b3071|You've got some nerve.|Noticing the player committing a crime.
cb9b3070|You have no shame, do you?|Noticing the player committing a crime.
cb982e88|You think you can get away with murder?|Sees murderer, attacks
cb97f8ce|Mmmh... Mama?... Do I have to get up already?... Just 10 more minutes...|Being woken up, dopey. Not wanting to talk. Goes back to sleep Goes back to sleep
cb9711b8|Pilot Spechs|
cb84b2b4|I'll wait here.|Spectator of a fight, unsure if he should join in
cb84b2b3|Do you need help?|Spectator of a fight, unsure if he should join in
cb84b2b2|No... You'll have to deal with that yourself.|Spectator of a fight, unsure if he should join in
cb816b7f|Superior Regent sword. Energy upgrade added.|
cb6dc46a|Laser Rifle |
cb5be065|Tell one of them to piss off, or I'm staying here.|Player asks NPC to join the party, but has filled the companion slots already
cb5800ae|Drog's Chest|
cb56db93|Born's Chest|
cb50de28|Kallax: Death...|
cb3eaee2|Fourth generation plasma blaster. Gain a combat advantage.|
cb3b595e|Test Location|
cb36de53| |
cb22bbc6|That could have gone better.|getting up slowly after having been beaten unconscious
cb213f0d|Watch it with that magic.|Commenting on player having dangerous PSI magic, I'm cautious.
cb1e07c8|Can you aim that thing?|Watching a fight against a man, and the attacker uses a long range weapon
cb111de4|It is always good to have something to change into.|
cb0fc74c|Use this to create an amulet that increases parry and attack strength.|
caff12db|Captain|
cafd3b3f|Shoot! Shoot!|Watching a fight against a woman, and the attacker uses a long range weapon
cafab9f1|A few of the exiled Berserkers have taken some Albs captive and made them work for them. They are experimenting on them to make them submissive. One of the Berserkers has pity for them and asked me to free them by getting rid of the guards.|
caed75a5|Apply the changes?|
caecd594|Let's do it!|Watching a fight against a man, gathering around the fight
caecd593|Do it already.|Watching a fight against a man, gathering around the fight
caecd592|Attack!|Watching a fight against a man, gathering around the fight
caecd591|Go!|Watching a fight against a man, gathering around the fight
cae9a694|Recipe|
cade9e90|Everyone knows what you did. You should leave.|For traders who don't want to talk to thugs (people who attack other people without their consent)
cadd94a7|Get out!|First warning for an intruder to go away, outside
cad99e33|Trash Container|
cad33cfa|A recipe for a woodlice meat dish.|
cad28ad6|Untraceable|
cac2a430|Grenade!|NPC throws hand granate and yells
cab7174f|This has various uses for an alchemist.|
caae2516|Error when initializing application.|
ca9d1c43|Serrated Axe|
ca9cfa0c|Get on with it.|If the player fell behind, and the character waited for him to go on.
ca9cfa0b|Are we doing this, or not?|If the player fell behind, and the character waited for him to go on.
ca9cfa0a|Hurry up!|If the player fell behind, and the character waited for him to go on.
ca9cf58f|Gore Serrated Axe II|
ca8cdb8d|Well done.|Having watched a fight, NPC likes victor
ca8cdb8c|You were always going to win that.|Having watched a fight, NPC likes victor
ca8cdb8b|Well fought.|Having watched a fight, NPC likes victor
ca8a08da|There is nothing for you here.|First warning for an intruder to go away, outside
ca865ebd|Environment quality|
ca852f9d|Warrior's Sword|
ca84b09b||Parrying a sword.
ca84b09a||Parrying a sword.
ca84b099||Parrying a sword.
ca84b098||Parrying a sword.
ca84b097||Parrying a sword.
ca7c8b73|Trophy|
ca6b1cc8|Old World recording, an airfield in operation.|
ca60a434|Guard|
ca56f67a|Get out of here, you fucking monster!|Second warning, coward character is being threatened by a monster
ca5543d2|Dipshit shouldn't have picked that fight.|Having watched a fight, NPC likes victor
ca5543d1|Such a coward.|Having watched a fight, NPC likes victor
ca5543d0|He didn't stand a chance.|Having watched a fight, NPC likes victor
ca544f22|Broadsword|
ca5362b6|Piss off. You're bothering me.|I'm pissed, and don't want to talk to you
ca4b4616||
ca30e507|I am sleeping.|Being woken up, dopey. Not wanting to talk. Goes back to sleep Goes back to sleep
ca26a189|An advertising flyer from the Old World.|
ca220126|You sneaky bastard!|Player attacked the character, and he is hitting back
ca21a494||
ca1d0229|You should go, okay?|First warning, coward character is being threatened by a human
ca1150fd| |
ca103fab|Alb Soldier|
ca103faa|Alb Soldier|
ca0b78f2||
"ca095831|Later.|A friendly ""I don't have to say anything to you"""
ca04971e||
c9f9cf41|You can cut that nonsense out.|NPC comments if player uses technology inside Goliet
c9f4cc9e|You've already got someone with you.|Player asks NPC to join the party, but has filled the companion slots already
c9f40d5d||Getting unconscious through a hit
c9f3dff3||Dying though a normal attack (not as intensive as dying through a heavy attack)
c9f119af|Fool...|Commenting on someone who died falling down somewhere (also jetpack)
c9eb1f82|Radio Speaker|
c9eabef7|Courageous and honorable, Duras took the opportunity that Goliet had given him. He dedicated himself to a life of service, fighting for the weak.|
c9e8e38d||
c9e25013|Recipe|
c9dbf2f9|The Clerics hand out lots of propaganda.|
c9d7d70e|Increases heavy weapons damage with each level.|
c9d58a49|An outline and description of Ike's debts.|
c9ccc31c|That was a shit show.|Having watched a human friend lose and I don't like it
c9ccc31b|How did that happen?|Having watched a human friend lose and I don't like it
c9ccc31a|Why did that happen?|Having watched a human friend lose and I don't like it
c9a9b253|Grenades|
c9a6a108|Unlocks the PSI ability - One with the Weapon.|
c9a2f47a|Do you really want to fight me?|Second warning for the player to put away his drawn weapon
c9a25463|Typical, nothing here.|Looting a character who has nothing. Annoyed/disappointed.
c99d5daa|Hey, this isn't funny!|Second warning, coward character is being threatened by a human
c99ab8b6|Up|
c98cae2f|Practitioner|
c9770776|Go!|Watching a fight against a man, gathering around the fight
c9770775|Don't just stand there!|Watching a fight against a man, gathering around the fight
c9770774|What are you waiting around for?|Watching a fight against a man, gathering around the fight
c9770773|If you're going to do it, do it!|Watching a fight against a man, gathering around the fight
c975644e|Hybrid: Thorald left his people so as not to endanger them. Now is the perfect time to meet him alone.|
c9700be8|Crater|
c96c4e10|So, you want to do it the hard way.|Player didn't listen to the warnings, and is being attacked
c96922d8||Being hit with a heavy attack. Short.
c96922d7||Being hit with a heavy attack. Short.
c96922d6||Being hit with a heavy attack. Short.
c96922d5||Being hit with a heavy attack. Short.
c96922d4||Being hit with a heavy attack. Short.
c9645ca2|Jackson|
c960e56a|I'll get that beast myself!|Sees monster, attacks
c95e8236|PSI Acolyte Sword III|
c94c69b5|PSI Acolyte Sword II|
c942d539|The Domed City|
c93a5134|PSI Acolyte Sword I|
c9391d75|Dual Hammer|
c9311a41|That turns my blood cold.|Overheard conversation as the player passes by
c9311a40|I heard they might be getting a resupply soon.|Overheard conversation as the player passes by
c9311a3f|Yeah, she said she saw him stealing, just there, right in front of her.|Overheard conversation as the player passes by
c9311a3e|It doesn't matter how you see it. I see it differently.|Overheard conversation as the player passes by
c9311a3d|Yeah, he was starting fights for no reason, that's why he got in trouble.|Overheard conversation as the player passes by
c9311a3c|I heard he was trading illegally, no wonder he got in trouble.|Overheard conversation as the player passes by
c9311a3b|Talk, that's all he's ever been.|Overheard conversation as the player passes by
c9311a3a|That guy wouldn't know his ass if a troll ripped it off and showed it to him.|Overheard conversation as the player passes by
c9311a39|It isn't worth thinking about.|Overheard conversation as the player passes by
c9311a38|Ah, really?|Overheard conversation as the player passes by
c92eb934|An unusual key. This isn't for a common variety of lock.|
c92cc0c3||
c92b6d60|Armor Master|
c9275bf9|Shift Left|
c9254d07|The last words of a greedy Cleric in Edan.|
c911d600|Can be combined with suitable weapons, or the adjutor.|
c90c31f8|%ls banned you from trading in the city. |
c8f65cdc|If you don't leave now, there'll be trouble!|Second warning for an intruder to go away, inside (not necessarily a house)
c8ec4eef|You had better go!|I'm pissed, and don't want to talk to you
c8ec2f7f|You don't seem to get it!|Player didn't listen to the warnings, and is being attacked
c8de0a04||
c8c79628|You took the easy path.|
c8c66436|Hubert|
c8bdcdea|Try psionics on me and you're dead.|First warning, Stop using that that PSI magic here
c8b756c2|Well, that was a deserved victory.|Having watched a fight. Loser is female. NPC likes victor.
c8b756c1|Sadly, she asked for it.|Having watched a fight. Loser is female. NPC likes victor.
c8b756c0|Good fight!|Having watched a fight. Loser is female. NPC likes victor.
c8aa8e14|That was hard fought.|Enemy was killed by character. Character is wounded. Pained/getting breath back
c8aa8e13|I am still standing!|Enemy was killed by character. Character is wounded. Pained/getting breath back
c8a6971f|Soul Leaf|
c8a0acc4|Socketed Hammer II|
c88ce70e||
c88ce70d||
c88ce70c||
c879762f|Helper 3|
c875bf45|Min.|
c86cea59|Acolyte Sword|
c86b6e49|One of Doc's special chems mixed by Doc for me and Rat. I wonder if the stuff will live up to its reputation.|
c865028a|Smash his head in!|Waching a fight against a man, and the attacker uses melee
c862d699|I said can the magic, all right?|Second warning, player shall put his magic away
c85ce5fb||
c85c87ac|Summons|
c85b6a69|Reaver Leader|
c842f7cc|Stop this thief!|Sees thief, attacks
c83d8714|Preserved, long life food. Tastes like a dog died in your mouth, but it is nutritious.|
c83cdb72|The Domed City|
c838313a|Socketed Morning Star II|
c836eee5|Your choice of faction is final.|
c82827a0|Koray's Report - A Cleric's mission in Edan.|
c828279f|The Wisdom and Worship of Calaan.|
c8251cc0|I won't warn you again.|Second warning for the player to put away his drawn weapon
c8208c9b|The words of a dead exile from the Valley of the Damned.|
c81d5984|Letter of Instruction|
c8140be9|Goliet|
c7f7bc8a|Kral stole Elex from the Mana shrine. I am to bring him to justice.|
c7d4eee0|Have you got Scragweed in those ears? Put those weapons down.|Second warning for the player to put away his drawn weapon
c7c95455|Please reconnect the gamepad to continue playing.\n\nOr press [Esc] to activate mouse and keyboard control.|
c7c94a00|Duras|
c7c71352|A recipe for Applejack.|
c7c08388|Infinite Skies|
c7b39d69|No, I won't follow you there.|Comment after the player has told the character to follow him, but then goes somewhere where the character doesn't want to go
c7a86be1|I will take care of it!|I help you against a human enemy or monster
c7a86be0|I'll fight with you!|I help you against a human enemy or monster
c7a86bdf|I am coming!|I help you against a human enemy or monster
c7a1d5b7|Laser Blaster LSR-C III|
c7a1d5b6|Laser Blaster LSR-C II|
c7a1d5b5|Laser Blaster LSR-C I|
c79d0447|Recipe|
c7879416|Basic clothing for working outside. Basic and durable.|
c7879415|Armor designed for hunting.|
c7860c79|Shrapnel Projectiles|
c780e447|Aarrghh...|getting up slowly after having been beaten unconscious
c76ef526|Shield|
c76cd872|You can upgrade this Berserker warhammer by inserting a gemstone into it.|
c768c694|Key|
c759fd7c|You can upgrade this two-handed sword by inserting a gemstone into it.|
c754e4c3|A common two-handed sword. This weapon can be upgraded.|
c753e2f9|Now, here's someone with something worth taking.|Looting a character. Pleased to find something.
c74791da|Plasma Cells|
c7478053|An engineer would definitely be able to make use of that.|
c74755ac||
c73f6431|Commander Jax's Story|
c73e8a33|She shouldn't have got herself into that.|Having watched a fight. Loser is female. NPC likes victor.
c73e8a32|You made sure of that.|Having watched a fight. Loser is female. NPC likes victor.
c73e8a31|You took care of that.|Having watched a fight. Loser is female. NPC likes victor.
c73ccd43|Sick Mass Rat|
c736c29a|Come here!|Sees human enemy, attacks
c7319a91|Recipe|
c72eb151|Researcher's Letter|
c72b2322|Great shot!|Watching a fight, my favorite is using a ranged weapon
c71a44f9|That was quite an accomplishment.|Having watched a monster or human being defeated and liking that.
c71a44f8|I couldn't have done it better.|Having watched a monster or human being defeated and liking that.
c7143bee|Acolyte|
c7143bed|Acolyte|
c7143bec|Acolyte|
c70ce3fe|Legendary gore chainsword. Also lovingly referred to as “the Vampire”.|
c7075512|A letter from a father to a son.|
c705f0ef|Use this to create a stim that temporarily boosts your crafting skills.|
c6ef6f22|Switch|
c6e5ccb4|While under the influence of chems you get a 50% penalty on experience.|
c6e248bd||
c6de998f||Pain. Affected by status effect like burning. Short cry.
c6de998e||Pain. Affected by status effect like burning. Short cry.
c6de998d||Pain. Affected by status effect like burning. Short cry.
c6de998c||Pain. Affected by status effect like burning. Short cry.
c6dd24f9|Put the weapon down!|First warning for the player to put away his drawn weapon
c6dc0410|This message was written by drunken Outlaws. It's almost illegible.|
c6cf394a|Workbench|
c6ccd4a8|Go play with your tech somewhere else. It's forbidden here.|NPC comments if player uses technology inside Goliet
c6aed639|Aaahhh... Is the fight over?|Getting up after being unconscious, for party members only. Recovering.
c6aa2d2b|Experience|
c69a5341|Contract for Ray|
c6936f22|Antitoxin|
c6845e60|It is not efficient for us to talk.|General refusal, I don't want to talk to you
c680e8b3|Report about the Berserker Attack|
c680e8b2|Soggy Slip of Paper 2|
c680e8b1|Soggy Slip of Paper 1|
"c677b9cd|I hope your day goes well.|A friendly ""I don't have to say anything to you"""
c6589a5d|You showed him.|Having watched a fight, NPC likes victor
c6589a5c|A well deserved win.|Having watched a fight, NPC likes victor
c6589a5b|That was well fought.|Having watched a fight, NPC likes victor
c6533134|Instructions to make Strong Energy Reserve|
c6362aaa|Don't play around with weapons.|First warning for the player to put away his drawn weapon
c628b719|Bonus Health per Hit|
c60dd9ba|Aw, that must broken bones.|Watching a fight, my favorite is using melee
c60a1a29|One with the Weapon Ability|
c608cf2a|Trying to control glider|
c5f0b4ed|Mace III|
c5f0b4ec|Mace II|
c5f0b4eb|Mace I|
c5ea58dd|We're in for a fight.|I'm attacking, warning player.
c5ea58dc|Looks like we are in for some trouble.|I'm attacking, warning player.
c5ea58db|Be careful!|I'm attacking, warning player.
c5e9e6cd|Just a few more minutes...|Being woken up, dopey. Not wanting to talk. Goes back to sleep Goes back to sleep
c5deba7c||Being hit with a heavy attack. Short.
c5deba7b||Being hit with a heavy attack. Short.
c5deba7a||Being hit with a heavy attack. Short.
c5deba79||Being hit with a heavy attack. Short.
c5deba78||Being hit with a heavy attack. Short.
c5d36127|50% Damage|
c5c2a565|Come on!|If the player fell behind, and the character waited for him to go on.
c5c2a564|This way.|If the player fell behind, and the character waited for him to go on.
c5c2a563|Along here!|If the player fell behind, and the character waited for him to go on.
c5b7eafd||
c5adce64|You have a lot of people there with you. You don't need me, I'll stay here.|Player asks NPC to join the party, but has filled the companion slots already
c59eb47d|An ornamental claw. Somebody carved the letter “K” into it.|
c59a1b75|There is nothing here for you, so get out!|First warning for an intruder to go away, outside
c598bbdc|Come on you soft pile of raptor shit!|Wachting a fight. My favorite is attacking
c598bbdb|Yeaaah!|Wachting a fight. My favorite is attacking
c598bbda|Now we're getting to it!|Wachting a fight. My favorite is attacking
c598bbd9|That's it! Kill their ass!|Wachting a fight. My favorite is attacking
c58d2dd3|Delete your saved game?\n\nYou will lose any progress you have made.|
c5872436|Unlocks the PSI ability - Power Wave.|
c56c9f17|Should I get involved?|Spectator of a fight, unsure if he should join in
c56c9f16|Can you manage this?|Spectator of a fight, unsure if he should join in
c56c9f15|Why are you doing this?|Spectator of a fight, unsure if he should join in
c565f408|William|
c550f19e|Can be combined with suitable weapons, or the adjutor.|
c54d02c1|Cuts the enemy's detection radius in half.|
c54698fb|Woodlice Meat Soup Recipe|
c542189e|What a shot!|Watching a fight, my favorite is using a ranged weapon
c5385249|Sockets:|
c52e06fe|Put the weapon away, or I'll shove it somewhere painful.|Second warning for the player to put away his drawn weapon
c5202fe0|Hey, get back you, whatever you are.|Second warning, coward character is being threatened by a monster
c51c9a98|Stop it with the magic!|First warning, player shall put his magic away
c51c6e21|Use this to create a stim that temporarily makes normal items easier to see.|
c516243f|Aspect of the Warrior|
c5137785|Hey, what is that about?|Shout if a friend, a coward or a spectator of a fight is being hit
c507ec86|Reaver|
c507ec85|Reaver|
c507ec84|Reaver|
c50445af|You had better forget about casting magic.|First warning, player shall put his magic away
c4fa390a|Come on, leave it.|First warning, coward character is being threatened by a human
c4eaca27|Work report from an Alb in Abessa.|
c4e04a45|Recipe|
c4cfae34|William continued to be in charge of the day-to-day business of the Outlaws in the Fort of Tavar until the end of the war.|
c4cbf930|Can be combined with suitable weapons, or the adjutor.|
c4c2e626|Warrior's Poison Sword III|
c4ad5f06|If used correctly, it can develop extraordinarily potent healing ingredients.|
c4ad5f05|This plant has the potential to be a powerful healing agent.|
c4ac0351|Technically adept, Falk is curious and driven by a need to discover more about the world he lives in. A sharp mind, Cleric training and a tireless if cautious approach could make him an intelligent companion.|
c4aa5de2|She isn't just a very strong warrior, what's more, her powerful magical abilities are part of her personality. She grew up with the Berserkers and is always striving to help people in lasting ways.|
c4a550b5|Go away. I don't want anything to do with you.|I'm pissed, and don't want to talk to you
c4987555|Radius|
c4975013|Stasis Regent Sword II|
c4956ee9|The captive Alb Borax wants to free the other Albs, but needs the weapons the Berserkers took from them.|
c48761f2|Go eat someone else.|Second warning, coward character is being threatened by a monster
c47559ba|That was not as planned.|Having watched a human friend lose and I don't like it
c47559b9|A miserable performance.|Having watched a human friend lose and I don't like it
c47559b8|That was far from impressive.|Having watched a human friend lose and I don't like it
c46b88e9|Overwrite|
c455bd02|Legendary bladed mace. This energy version of the bladed mace is only available to Regents.|
c45422bd|Can be thrown and hurts.|
c44c6a96|Sphere of energy disappears. |
c448e188||
c448b640|Audio Guide Recording 8|
c448b63f|Audio Guide Recording 7|
c448b63e|Audio Guide Recording 6|
c448b63d|Audio Guide Recording 5|
c448b63c|Audio Guide Recording 4|
c448b63b|Audio Guide Recording 3|
c448b63a|Audio Guide Recording 2|
c448b639|Audio Guide Recording 1|
c43dcbc5|Socketed Regent Sword II|
