ID|English_Text|English_StageDir
QUEST_WEIDMANNX6_2015-04-22_13-56-08_00|Bad News|
QUEST_IKENI7_2015-08-14_07-29-15_00|Encrypted Communication|
QUEST_PANKRATZI7_2015-11-03_14-08-22_00|The Future of Magalan|
QUEST_IKENI7_2015-03-17_10-22-53_00|Follow Max|
QUEST_WEIDMANNX6_2015-07-27_07-38-45_00|Security Measures|
QUEST_GARTMANNI3_2015-02-19_12-27-42_00|A Cleric Traveling Alone|
QUEST_WEIDMANNX6_2016-01-25_14-51-28_00|Guards of the Canyon|
QUEST_IKENI7_2015-10-27_08-38-07_00|Access to the Archives|
QUEST_WEIDMANNX6_2015-02-25_13-36-27_00|Lost the Trail|
QUEST_IKENI7_2015-09-10_08-57-16_00|Professional Thug|
QUEST_IKENI7_2016-01-28_10-01-52_00|Report to Martha|
QUEST_WEIDMANNX6_2015-05-08_08-49-50_00|Lucy in the Sky with Diamonds|
QUEST_PANKRATZI7_2015-06-11_09-29-58_00|The Separatists' Test|
QUEST_IKENI7_2016-01-18_09-03-47_00|The Last Prayer of All|
QUEST_PANKRATZI7_2016-03-03_09-50-51_00|Caja's Destiny|
QUEST_IKENI7_2016-01-18_09-03-20_00|A Prayer to Calaan|
QUEST_PANKRATZI7_2016-03-03_09-50-38_00|Ray's Fate|
QUEST_PANKRATZI7_2016-03-03_09-50-22_00|Falk's Purpose|
QUEST_IKENI7_2015-04-08_10-01-53_00|Old Blueprints|
QUEST_PANKRATZI7_2016-03-03_09-50-08_00|Duras's Quest|
QUEST_IKENI7_2015-09-22_12-15-52_00|Weeds Won't Die|
QUEST_WEIDMANNX6_2015-02-05_09-22-00_00|Elex Delivery|
QUEST_IKENI7_2016-01-22_13-48-13_00|Money Collectors|
QUEST_IKENI7_2015-05-11_07-43-34_00|History Lesson|
QUEST_IKENI7_2015-11-02_10-57-54_00|Final Arrangements|
QUEST_WEIDMANNX6_2015-06-04_08-36-20_00|Thief's Hiding Place|
QUEST_IKENI7_2016-02-01_13-54-04_00|Recruited Connor|
QUEST_IKENI7_2015-03-16_09-07-00_00|New Ground|
QUEST_IKENI7_2015-06-24_09-25-35_00|Shift Change|
QUEST_GARTMANNI3_2015-02-03_13-00-12_00|A High Capacity CPU|
QUEST_WEIDMANNX6_2016-01-11_11-08-17_00|No Survivors!|
QUEST_PANKRATZI7_2015-04-27_12-14-51_00|The Converter in South Abessa|
QUEST_PANKRATZI7_2015-02-20_16-18-41_00|Light into the Darkness|
QUEST_IKENI7_2016-06-14_07-51-39_00|Blueprints for a Fighting Colossus|
QUEST_IKENI7_2015-04-16_10-33-38_00|Party Service|
QUEST_IKENI7_2015-10-07_08-02-23_00|An Inconspicuous Package|
QUEST_WEIDMANNX6_2015-04-09_07-55-51_00|A Big Coup|
QUEST_WEIDMANNX6_2015-06-04_12-14-10_00|The Trash Collector|
QUEST_PANKRATZI7_2015-11-24_09-58-50_00|Follow Ray into the Fort|
QUEST_PANKRATZI7_2015-05-12_15-47-58_00|Joys of Fatherhood|
QUEST_IKENI7_2015-07-03_08-31-01_00|Full of Problems|
QUEST_GARTMANNI3_2017-03-10_09-33-29_18|Photo 03|
QUEST_GARTMANNI3_2017-03-10_09-33-29_17|Photo 02|
QUEST_GARTMANNI3_2017-03-10_09-33-29_16|Photo 05|
QUEST_GARTMANNI3_2017-03-10_09-33-29_15|Photo 04|
QUEST_GARTMANNI3_2017-03-10_09-33-29_14|Photo 19|
QUEST_GARTMANNI3_2017-03-10_09-33-29_13|Photo 20|
QUEST_GARTMANNI3_2017-03-10_09-33-29_12|Photo 18|
QUEST_GARTMANNI3_2017-03-10_09-33-29_11|Photo 09|
QUEST_GARTMANNI3_2017-03-10_09-33-29_10|Photo 13|
QUEST_GARTMANNI3_2017-03-10_09-33-29_09|Photo 12|
QUEST_GARTMANNI3_2017-03-10_09-33-29_08|Photo 14|
QUEST_GARTMANNI3_2017-03-10_09-33-29_07|Photo 16|
QUEST_GARTMANNI3_2017-03-10_09-33-29_06|Photo 15|
QUEST_GARTMANNI3_2017-03-10_09-33-29_05|Photo 11|
QUEST_GARTMANNI3_2017-03-10_09-33-29_04|Photo 07|
QUEST_GARTMANNI3_2017-03-10_09-33-29_03|Photo 06|
QUEST_GARTMANNI3_2017-03-10_09-33-29_02|Photo 08|
QUEST_GARTMANNI3_2017-03-10_09-33-29_01|Photo 10|
QUEST_GARTMANNI3_2017-03-10_09-33-29_00|Photo 17|
QUEST_IKENI7_2015-03-26_09-20-54_00|The Lift Attendant|
QUEST_IKENI7_2015-10-29_10-07-51_00|Well Equipped|
QUEST_GARTMANNI3_2015-02-27_11-01-40_00|A Special Trophy|
QUEST_IKENI7_2015-06-03_07-14-54_00|Changing Sides|
QUEST_IKENI7_2016-01-22_08-05-43_00|Expansion of Power|
QUEST_PANKRATZI7_2015-05-12_14-06-07_00|Salvage Work|
QUEST_IKENI7_2015-04-23_09-57-45_00|Gunn Is ready again|
QUEST_PANKRATZI7_2015-06-10_11-56-06_00|The Ice Palace|
QUEST_IKENI7_2015-04-23_09-57-11_00|Big Jim Is Ready|
QUEST_IKENI7_2016-04-28_13-24-30_00|The Iron Maiden|
QUEST_IKENI7_2016-01-20_13-33-23_00|Strong Aftertaste|
QUEST_IKENI7_2015-07-03_08-24-42_00|New Scrap Delivery|
QUEST_IKENI7_2015-09-14_11-00-31_00|The Missing Man|
QUEST_PANKRATZI7_2015-02-06_14-10-20_00|Stolen Equipment|
QUEST_IKENI7_2015-07-10_10-25-08_00|Shady Dealings|
QUEST_GARTMANNI3_2017-03-10_09-26-10_00|Photo 01|
QUEST_WEIDMANNFX8_2016-05-25_06-37-37_00|The Preacher Oswald|
QUEST_WEIDMANNX6_2016-01-30_10-52-45_00|Biters Threatening a Hunter|
QUEST_WEIDMANNX6_2015-09-15_09-54-13_00|The Outpost|
QUEST_IKENI7_2016-06-15_12-07-08_00|A Third and Final Time|
QUEST_IKENI7_2015-01-15_12-17-00_00|Harvest Time|
QUEST_IKENI7_2015-02-06_11-51-12_00|Free Beer|
QUEST_IKENI7_2015-05-12_09-38-44_00|Speak to Cindy|
QUEST_WEIDMANNX6_2015-08-26_13-37-56_00|Waste Disposal|
QUEST_IKENI7_2015-09-10_09-02-01_00|Bargaining Chip|
QUEST_WEIDMANNX6_2015-08-26_13-37-08_00|Helping Hands|
QUEST_PANKRATZI7_2015-12-09_10-22-12_00|Jackson's Missing Man|
QUEST_IKENI7_2015-02-04_13-46-01_00|Bad Food|
QUEST_WEIDMANNX6_2015-10-26_08-55-49_00|Counterfeit Trading Permit|
QUEST_IKENI7_2015-02-27_09-12-43_00|Killed Oran|
QUEST_IKENI7_2015-01-20_14-01-07_00|The Seedling in the Forest|
QUEST_IKENI7_2015-02-27_09-12-00_00|Killed Hakon|
QUEST_PANKRATZI7_2015-02-20_09-57-45_00|Go to the Meeting Point in the Ruins West of Goliet|
QUEST_WEIDMANNX6_2015-10-27_10-08-56_00|Malfunctioning Robots|
QUEST_IKENI7_2015-01-28_12-20-39_00|Not Suitable for Consumption|
QUEST_IKENI7_2015-03-16_12-02-27_00|The Attack|
QUEST_WEIDMANNX6_2016-01-29_09-41-54_00|The First Shrine|
QUEST_IKENI7_2015-02-05_10-52-07_00|Selling Indulgences|
QUEST_WEIDMANNI5_2017-02-15_14-38-27_00|The Abessa Dispute|
QUEST_IKENI7_2015-10-23_13-20-37_00|Free Meals|
QUEST_IKENI7_2015-03-16_12-43-23_00|Helped Garald|
QUEST_WEIDMANNX6_2015-09-11_12-02-02_00|Herbalist|
QUEST_IKENI7_2015-05-22_09-51-15_00|Cat Fight|
QUEST_PANKRATZI7_2015-04-27_12-17-43_00|The Converter in North Abessa|
QUEST_IKENI7_2016-01-28_10-38-35_00|Food for Reinhold|
QUEST_PANKRATZI7_2016-03-03_09-46-57_00|Wardek's Legacy|
QUEST_PANKRATZI7_2016-03-03_09-46-26_00|Tarek's Post|
QUEST_WEIDMANNX6_2015-11-12_09-05-36_00|Duel with Spike|
QUEST_GARTMANNI3_2015-12-15_10-53-09_00|Arx's Preparations|
QUEST_IKENI7_2015-02-19_11-57-54_00|Drog's Word|
QUEST_IKENI7_2015-01-16_14-26-44_00|Robbed|
QUEST_WEIDMANNX6_2016-03-04_08-51-54_00|Found Raiders|
QUEST_PANKRATZI7_2016-04-06_12-07-29_00|Wardek's Recording 4|
QUEST_PANKRATZI7_2016-04-06_12-07-24_00|Wardek's Recording 3|
QUEST_PANKRATZI7_2016-04-06_12-07-20_00|Wardek's Recording 2|
QUEST_PANKRATZI7_2016-04-06_12-07-11_00|Wardek's Recording 1|
QUEST_WEIDMANNX6_2015-01-22_11-22-28_00|Skeletons in the Closet|
QUEST_WEIDMANNX6_2015-06-24_12-36-25_00|An Autonomous Robot|
QUEST_WEIDMANNX6_2015-01-22_11-22-15_00|Outstanding Accounts|
QUEST_WEIDMANNX6_2015-05-07_15-07-46_00|Human Prey|
QUEST_WEIDMANNX6_2015-01-22_11-22-03_00|Breach of Contract|
QUEST_WEIDMANNX6_2015-05-18_13-43-53_00|It's Calm Now|
QUEST_WEIDMANNX6_2015-04-09_11-43-39_00|Bitter Aftertaste|
QUEST_PANKRATZI7_2015-09-25_12-49-28_00|Alb Forward Position|
QUEST_GARTMANNI3_2015-02-11_10-59-10_00|A Hydraulic Joint|
QUEST_IKENI7_2015-09-22_12-01-09_00|Feeding the Worms|
QUEST_PANKRATZI7_2015-10-20_11-54-09_00|Half Ownership|
QUEST_IKENI7_2015-10-20_08-45-47_00|Runners|
QUEST_PANKRATZI7_2015-09-30_13-40-49_00|Misinformation|
QUEST_WEIDMANNX6_2015-09-11_11-43-02_00|One Last Journey|
QUEST_PANKRATZI7_2015-05-12_13-57-43_00|Freeing the Camp|
QUEST_GARTMANNI3_2015-02-06_11-34-28_00|Random Access Memory|
QUEST_IKENI7_2016-01-09_10-01-07_00|Death to the Attackers!|
QUEST_IKENI7_2015-02-20_11-28-56_00|Persuasive Efforts|
QUEST_PANKRATZI7_2017-04-26_14-44-12_00|Finish the next Mass Rat.|
QUEST_PANKRATZI7_2015-06-11_08-56-08_00|New Control Jet|
QUEST_IKENI7_2016-06-07_13-19-33_00|Relief on the Way|
QUEST_WEIDMANNX6_2015-10-12_07-29-55_00|Accuse Siegfried|
QUEST_WEIDMANNX6_2015-10-12_07-29-23_00|Accuse Hagen|
QUEST_WEIDMANNX6_2015-09-17_14-33-23_00|Non-Negotiable|
QUEST_WEIDMANNX6_2015-09-17_14-33-00_00|Pests|
QUEST_PANKRATZI7_2015-10-01_13-51-35_00|The Gatekeeper|
QUEST_IKENI7_2015-09-14_11-03-43_00|The New Outlaw|
QUEST_PANKRATZI7_2015-09-25_12-32-17_00|Angry Girl|
QUEST_IKENI7_2015-01-15_14-10-10_00|Good by Nature|
QUEST_IKENI7_2016-03-03_12-58-09_00|Nimble Hands|
QUEST_WEIDMANNX6_2016-01-07_13-02-26_00|Holding Zerwas to Account|
QUEST_WEIDMANNX6_2016-02-26_09-13-50_00|Found the Claws|
QUEST_WEIDMANNX6_2015-02-16_13-59-26_00|Clan Trouble|
QUEST_IKENI7_2015-01-22_15-02-07_00|Not Welcome|
QUEST_IKENI7_2015-02-18_12-34-03_00|A Special Piece|
QUEST_WEIDMANNX6_2015-07-07_09-15-58_00|Abessa|
QUEST_PANKRATZI7_2015-12-16_15-41-28_00|Light Whispering|
QUEST_PANKRATZI7_2015-04-22_12-12-44_00|Allies from the Middle Ages|
QUEST_IKENI7_2016-01-20_13-29-43_00|Crazy Idea|
QUEST_WEIDMANNX6_2015-06-24_12-12-11_00|A Mechanical Guard|
QUEST_PANKRATZI7_2015-05-12_14-33-03_00|Taming Big Bang|
QUEST_WEIDMANNX6_2016-02-25_09-55-53_00|A Strange Arrival|
QUEST_PANKRATZI7_2015-05-12_15-26-44_00|Confronting the Pilgrim|
QUEST_WEIDMANNX6_2015-07-07_10-17-53_00|Like the Clerics|
QUEST_WEIDMANNX6_2015-07-07_10-17-16_00|Counterfeit Papers|
QUEST_IKENI7_2016-05-18_07-29-56_00|A Greedy Guard|
QUEST_IKENI7_2015-02-05_12-07-16_00|Who's Getting Itchy?|
QUEST_IKENI7_2016-05-20_07-47-38_00|Marching into Death|
QUEST_WEIDMANNX6_2015-11-02_14-52-41_00|The Elex Deposit|
QUEST_IKENI7_2015-01-19_10-09-48_00|Machine Parts for the Workers|
QUEST_WEIDMANNX6_2016-01-11_11-11-21_00|The Fight for the Canyon|
QUEST_WEIDMANNX6_2016-03-09_09-35-34_00|Killed Jorg|
QUEST_WEIDMANNX6_2016-03-09_09-35-21_00|Killed Gottfried|
QUEST_WEIDMANNX6_2016-03-09_09-35-10_00|Killed Lutz|
QUEST_WEIDMANNX6_2016-03-09_09-35-01_00|Killed Vivian|
QUEST_IKENI7_2016-02-02_14-01-54_00|Meat for Connor|
QUEST_IKENI7_2015-02-05_09-05-14_00|Bad Debts|
QUEST_IKENI7_2015-03-30_11-51-17_00|A Helping Hand|
QUEST_PANKRATZI7_2016-01-15_15-45-20_00|Powerful Adversaries|
QUEST_IKENI7_2015-02-05_11-07-26_00|In Angrim's Debt|
QUEST_IKENI7_2017-01-13_13-14-57_00|A Bounty Hunter|
QUEST_PANKRATZI7_2017-05-11_10-19-49_00|Kill the Rat|
QUEST_IKENI7_2015-07-15_09-17-29_00|Granted Access|
QUEST_IKENI7_2015-01-20_13-04-27_00|Law and Order|
QUEST_IKENI7_2015-07-10_10-45-01_00|Into the Arms of a Separatist|
QUEST_IKENI7_2015-05-12_09-24-16_00|Liberation|
QUEST_WEIDMANNX6_2015-06-29_13-51-11_00|No ID|
QUEST_PANKRATZI7_2015-02-04_15-32-20_00|Survive|
QUEST_PANKRATZI7_2016-03-03_09-49-59_00|Harley's Work|
QUEST_PANKRATZI7_2016-03-03_09-49-26_00|Lloyd's Hopes|
QUEST_PANKRATZI7_2016-03-03_09-49-10_00|Alois's Services|
QUEST_IKENI7_2016-01-22_08-18-42_00|Defeat Erin|
QUEST_IKENI7_2016-01-22_08-18-03_00|Smoke Is Ready|
QUEST_WEIDMANNX6_2016-03-09_09-28-49_00|Killed Rorik|
QUEST_PANKRATZI7_2015-08-26_13-17-38_00|A Concentric Cross-Armature Coil|
QUEST_PANKRATZI7_2015-08-26_13-17-15_00|A Proprietary Edwards Condenser|
QUEST_GARTMANNI3_2015-02-27_09-53-11_00|An Outcast Alb|
QUEST_IKENI7_2017-02-27_13-43-59_00|Sinda's chest looted|
QUEST_PANKRATZI7_2015-02-05_14-31-07_00|Campaign of Vengeance|
QUEST_GARTMANNI3_2016-02-01_13-57-50_00|A New Control Unit|
QUEST_IKENI7_2015-09-11_08-38-19_00|Lasting Impressions|
QUEST_WEIDMANNI5_2016-09-27_11-50-54_00|Hakon's Alb Hunt|
QUEST_PANKRATZI7_2016-01-08_15-39-49_00|A Giant Brute|
QUEST_IKENI7_2015-09-23_10-10-58_00|You Live Longer if You Pay|
QUEST_PANKRATZI7_2016-01-08_15-39-17_00|Plague of Insects|
QUEST_WEIDMANNX6_2016-03-08_10-38-23_00|Abessa to the Outlaws|
QUEST_WEIDMANNX6_2016-03-08_10-38-15_00|Abessa to the Clerics|
QUEST_IKENI7_2016-01-06_09-12-33_00|In Service of the Warlords|
QUEST_IKENI7_2015-07-03_08-37-45_00|Trade Ban|
QUEST_PANKRATZI7_2015-08-18_15-43-52_00|A Foot in the Door|
QUEST_GARTMANNI3_2017-03-03_10-49-42_00|An old map|
QUEST_IKENI7_2015-07-10_10-38-23_00|Arms Trafficking|
QUEST_IKENI7_2015-09-04_09-22-07_00|Blood and Thunder|
QUEST_WEIDMANNX6_2015-07-22_11-24-06_00|The Song Bird|
QUEST_PANKRATZI7_2015-05-12_15-43-32_00|The Battle of Ignadon|
QUEST_WEIDMANNX6_2015-10-01_09-34-55_00|The Detonator|
QUEST_WEIDMANNX6_2015-05-18_13-39-16_00|Stuffing Mouths|
QUEST_IKENI7_2015-02-04_09-30-25_00|Breaking the Law|
QUEST_PANKRATZI7_2015-05-12_13-50-13_00|The Old Man|
QUEST_PANKRATZI7_2015-05-12_15-36-43_00|Pact with the Devil|
QUEST_IKENI7_2015-02-18_12-37-37_00|Old Steel|
QUEST_IKENI7_2015-10-14_11-26-29_00|Puppeteers|
QUEST_PANKRATZI7_2015-12-16_15-44-35_00|More than Just Friends|
QUEST_WEIDMANNX6_2016-01-13_13-05-21_00|Collecting Protection Money|
QUEST_IKENI7_2015-10-20_11-26-46_00|False Assumptions|
QUEST_IKENI7_2016-02-04_13-19-13_00|A Brutish Companion|
QUEST_WEIDMANNX6_2015-09-17_14-29-10_00|A Large Obstacle|
QUEST_IKENI7_2016-06-15_09-59-43_00|The Hiding Spot under the Tavern|
QUEST_IKENI7_2015-01-26_10-18-25_00|Night Guard|
QUEST_IKENI7_2016-02-01_10-02-26_00|Knowledge Is Power|
QUEST_WEIDMANNX6_2015-04-16_12-14-48_00|Fresh Blood|
QUEST_WEIDMANNX6_2015-10-12_14-27-01_00|The Favor|
QUEST_WEIDMANNX6_2015-02-23_13-03-26_00|Beer for Everyone|
QUEST_PANKRATZI7_2015-05-12_15-29-28_00|Old Obligations|
QUEST_IKENI7_2016-01-28_08-08-51_00|A Good Debut|
QUEST_WEIDMANNX6_2015-09-22_09-01-23_00|Gas Station Attendant|
QUEST_IKENI7_2016-06-15_11-51-18_00|Elex for the Claws|
QUEST_IKENI7_2015-10-14_09-58-55_00|Pension Plan|
QUEST_IKENI7_2016-03-10_09-00-19_00|Corporal Punishment|
QUEST_WEIDMANNX6_2016-01-25_14-50-20_00|Berserkers in the Canyon|
QUEST_PANKRATZI7_2015-02-10_14-59-57_00|Enter Xacor|
QUEST_PANKRATZI7_2015-02-10_14-59-37_00|Enter the Hort in Ignadon|
QUEST_PANKRATZI7_2015-11-23_16-02-23_00|For a Handful of Shards|
QUEST_PANKRATZI7_2015-02-10_14-59-17_00|Enter Ignadon|
QUEST_IKENI7_2015-07-09_08-27-19_00|Taking out the Trash|
QUEST_PANKRATZI7_2015-05-12_14-29-49_00|An Exercise in Megalomania|
QUEST_IKENI7_2015-09-18_09-51-21_00|Mandatory Contribution|
QUEST_WEIDMANNX6_2015-01-20_14-20-20_00|Mysterious Aura|
QUEST_PANKRATZI7_2015-10-01_13-30-52_00|Confronting the Hybrid|
QUEST_IKENI7_2016-01-28_10-41-10_00|Food for Balder|
QUEST_IKENI7_2016-01-18_09-02-48_00|Prayer Offering|
QUEST_PANKRATZI7_2016-01-25_12-51-51_00|Locating Healing Ingredients|
QUEST_PANKRATZI7_2016-03-17_07-37-16_00|Playing with Fire|
QUEST_IKENI7_2016-03-11_08-40-01_00|The Road to Calaan - The Ninth Clue|
QUEST_IKENI7_2015-04-08_10-00-40_00|Technical Advancement|
QUEST_WEIDMANNX6_2015-02-05_09-21-00_00|Elex for the Mana Shrine|
QUEST_PANKRATZI7_2015-04-20_09-56-29_00|Hunt|
QUEST_IKENI7_2017-01-13_13-17-42_00|Find Out More about the Bounty Hunter|
QUEST_PANKRATZI7_2015-11-24_13-59-05_00|Mason, the Smart|
QUEST_GARTMANNI3_2015-02-27_10-24-46_00|A Trophy from Xacor|
QUEST_GARTMANNI3_2015-02-03_12-57-53_00|Gaurudium Metal|
QUEST_IKENI7_2015-09-10_08-49-02_00|Freedom Fighters|
QUEST_PANKRATZI7_2015-08-24_12-36-14_00|Death of a Genius|
QUEST_IKENI7_2015-06-24_09-24-42_00|Ousted|
QUEST_IKENI7_2016-08-25_09-27-53_00|Free Food|
QUEST_WEIDMANNX6_2016-01-11_11-07-43_00|Kill the Besiegers|
QUEST_IKENI7_2015-02-25_12-53-47_00|Acquitted|
QUEST_IKENI7_2015-03-30_11-06-18_00|Favor for the Scrap Baron|
QUEST_GARTMANNI3_2015-02-27_09-56-39_00|Heads Must Roll|
QUEST_PANKRATZI7_2016-01-29_16-43-39_00|A Danger for the People|
QUEST_IKENI7_2016-06-14_07-50-56_00|A Thief amongst Outlaws|
QUEST_IKENI7_2016-06-14_07-50-26_00|The Second Job in the Hort|
QUEST_PANKRATZI7_2015-10-01_13-23-26_00|The Last Flight|
QUEST_IKENI7_2015-10-07_08-01-42_00|Hard as Steel|
QUEST_IKENI7_2015-03-30_11-47-48_00|The Oppressor|
QUEST_IKENI7_2015-02-04_14-28-27_00|The Law of the Berserkers|
QUEST_WEIDMANNX6_2015-03-20_11-30-12_00|Nightly Visit|
QUEST_IKENI7_2016-01-06_13-00-31_00|Found Gunnar|
QUEST_IKENI7_2015-03-02_08-35-05_00|In the Right Hands|
QUEST_WEIDMANNX6_2015-06-04_12-13-53_00|Dirty Fingers|
QUEST_IKENI7_2016-03-04_13-53-30_00|Bill's Account|
QUEST_IKENI7_2016-02-05_10-01-45_00|Who Is First?|
QUEST_PANKRATZI7_2015-09-24_11-53-10_00|Battle for the Converter in Ignadon|
QUEST_WEIDMANNX6_2015-04-02_11-29-26_00|Fragile Power|
QUEST_IKENI7_2016-01-06_11-58-12_00|A Quick Rise|
QUEST_IKENI7_2017-02-27_13-39-58_00|Born's chest looted|
QUEST_IKENI7_2016-06-15_10-37-30_00|A Thief amongst Outlaws|
QUEST_PANKRATZI7_2015-09-28_14-11-10_00|Jurek's Keycard|
QUEST_WEIDMANNX6_2015-05-07_11-27-19_00|Beast Attack|
QUEST_WEIDMANNX6_2015-10-07_11-50-27_00|Government Affairs|
QUEST_WEIDMANNX6_2015-02-24_13-12-59_00|The Second Guard|
QUEST_WEIDMANNX6_2015-06-24_12-25-12_00|The AI Module|
QUEST_IKENI7_2015-04-23_09-56-36_00|Gunn Is Ready|
QUEST_PANKRATZI7_2015-10-01_13-57-10_00|A Code for the Hybrid|
QUEST_WEIDMANNX6_2015-10-12_07-25-31_00|Suspicious Circle of People|
QUEST_WEIDMANNX6_2015-02-05_09-48-17_00|A Big Heart|
QUEST_WEIDMANNX6_2015-06-04_12-06-43_00|Stolen Chems|
QUEST_IKENI7_2015-10-09_08-26-04_00|The Supplier|
QUEST_PANKRATZI7_2015-05-12_15-39-48_00|Ulbricht's Big Offensive|
QUEST_IKENI7_2016-01-23_07-44-59_00|The Second Con|
QUEST_IKENI7_2015-01-29_14-28-50_00|The Bigmouth|
QUEST_GARTMANNI3_2016-03-01_12-29-16_00|Entering the Converter in Tavar|
QUEST_IKENI7_2015-04-17_07-15-34_00|Fantastic Greetings|
QUEST_PANKRATZI7_2015-02-10_15-11-45_00|Places|
QUEST_WEIDMANNX6_2015-08-26_13-43-50_00|Warmongering|
QUEST_IKENI7_2015-02-20_09-56-50_00|Speak to Alrik|
QUEST_IKENI7_2015-09-28_12-45-15_00|Runs Like Clockwork|
QUEST_PANKRATZI7_2015-10-01_13-40-55_00|Who Am I?|
QUEST_IKENI7_2015-06-30_10-50-45_00|Scrap Difficulties|
QUEST_WEIDMANNX6_2015-09-01_13-29-36_00|The n00b|
QUEST_WEIDMANNX6_2016-02-25_09-51-28_00|The Claws|
QUEST_PANKRATZI7_2016-01-06_13-34-19_00|Loss of Humanity|
QUEST_IKENI7_2015-02-04_12-11-08_00|Report to the Berserkers|
QUEST_IKENI7_2015-08-14_07-21-45_00|Making Contact|
QUEST_WEIDMANNX6_2015-10-21_14-10-41_00|An Outstanding Debt|
QUEST_IKENI7_2016-02-03_14-06-58_00|Connor Has Arrived|
QUEST_WEIDMANNX6_2016-01-18_08-35-13_00|Following Burns - Protection Payment 1|
QUEST_IKENI7_2015-09-02_11-53-30_00|Securing Peace|
QUEST_IKENI7_2015-09-18_09-54-45_00|Enough Is Enough|
QUEST_WEIDMANNX6_2015-01-29_13-34-05_00|Searching for Clues|
QUEST_PANKRATZI7_2015-10-01_13-33-23_00|Through the Ice Desert|
QUEST_PANKRATZI7_2016-03-03_09-52-04_00|Reinhold's Survival|
QUEST_IKENI7_2015-02-27_09-11-29_00|Killed Ornir|
QUEST_WEIDMANNX6_2015-04-08_11-19-43_00|Tramp Confederacy|
QUEST_PANKRATZI7_2015-11-06_13-31-52_00|A Crafty Crook|
QUEST_IKENI7_2015-04-20_07-18-18_00|Power Struggle|
QUEST_IKENI7_2015-09-22_12-17-06_00|Gardening|
QUEST_WEIDMANNX6_2015-05-07_12-37-42_00|Defensive Measures|
QUEST_PANKRATZI7_2016-03-15_15-03-54_00|C.R.O.N.Y. U4 in the Battle|
QUEST_PANKRATZI7_2016-03-15_15-03-28_00|Nasty in the Battle|
QUEST_PANKRATZI7_2015-02-06_13-43-23_00|Contact|
QUEST_PANKRATZI7_2016-03-15_15-03-19_00|Caja in the Battle|
QUEST_PANKRATZI7_2016-03-15_15-03-12_00|Arx in the Battle|
QUEST_PANKRATZI7_2016-03-15_15-03-05_00|Falk in the Battle|
QUEST_PANKRATZI7_2015-09-04_12-44-32_00|The Voice of Elex|
QUEST_WEIDMANNX6_2015-10-27_10-07-25_00|From Old to New|
QUEST_IKENI7_2015-09-25_09-05-15_00|Supply Difficulties|
QUEST_GARTMANNI3_2015-02-27_10-27-46_00|There Can Be Only One|
QUEST_WEIDMANNX6_2015-09-08_10-49-52_00|Changing of the Guard|
QUEST_WEIDMANNX6_2015-07-22_11-37-40_00|Expel the Separatists|
QUEST_PANKRATZI7_2015-09-24_12-15-06_00|With Combined Strength|
QUEST_WEIDMANNX6_2015-02-04_13-10-17_00|Clearing the Forest|
QUEST_IKENI7_2015-10-13_10-13-23_00|Only if the Price Is Right|
QUEST_IKENI7_2015-11-02_11-01-42_00|A Wolf in Sheep's Clothing|
QUEST_IKENI7_2015-07-15_09-54-52_00|Forbidden to Depart|
QUEST_PANKRATZI7_2016-01-25_12-47-44_00|Healing Recipe|
QUEST_WEIDMANNX6_2016-03-04_08-50-35_00|A New ID|
QUEST_PANKRATZI7_2015-05-12_15-49-11_00|A Brother's Love|
QUEST_IKENI7_2015-01-27_12-13-58_00|There Is Always Something to Do!|
QUEST_PANKRATZI7_2015-02-10_14-38-17_00|Edan|
QUEST_PANKRATZI7_2015-04-22_11-35-15_00|Chaos of Emotions|
QUEST_WEIDMANNX6_2015-07-22_11-20-11_00|Right to Stay|
QUEST_IKENI7_2015-04-22_07-33-30_00|The Gate Guard|
QUEST_PANKRATZI7_2015-05-12_14-08-50_00|Defective Motor|
QUEST_WEIDMANNX6_2015-04-08_08-00-11_00|The Title of Madness|
QUEST_WEIDMANNX6_2015-09-10_09-41-54_00|Gained Entry|
QUEST_IKENI7_2015-01-20_09-49-21_00|Hard Currency|
QUEST_WEIDMANNI5_2017-01-06_09-28-31_00|Mutant Attack on the Seedling Field|
QUEST_PANKRATZI7_2015-02-11_10-51-21_00|Question Rock|
QUEST_PANKRATZI7_2015-02-11_10-51-11_00|Question Irdor|
QUEST_PANKRATZI7_2015-02-11_10-51-04_00|Question Thorgal|
QUEST_IKENI7_2015-02-27_09-38-00_00|Killed Born|
QUEST_WEIDMANNX6_2015-10-12_07-28-39_00|Accuse Oswald|
QUEST_IKENI7_2016-03-11_10-21-09_00|The False God|
QUEST_PANKRATZI7_2017-01-12_06-40-24_00|Promising Living Arrangements|
QUEST_IKENI7_2015-07-03_08-26-30_00|Problem Free|
QUEST_PANKRATZI7_2015-02-23_14-41-53_00|Sacrificing a Pawn|
QUEST_IKENI7_2016-01-23_07-47-30_00|The Third Con|
QUEST_IKENI7_2015-03-17_10-34-42_00|Keep Following Max|
QUEST_WEIDMANNX6_2015-02-05_09-41-34_00|Following Kral's Trail|
QUEST_IKENI7_2016-01-13_10-50-48_00|The Enemy of My Enemy|
QUEST_WEIDMANNX6_2015-05-07_12-54-14_00|Bullet's Fate|
QUEST_WEIDMANNX6_2016-01-07_13-01-23_00|Holding Zerwas to Account - Third Collection|
QUEST_IKENI7_2015-11-16_12-30-25_00|Changing Ownership|
